%ename 
%prompt ?
%selkey 1234567890
%dupsel 10
%keyname begin
ggav 一切
ggaw 一共
ggbb 一下子
ggbg 环卫
ggbl 一阵
ggbn 来不了
ggbq 表现出色
ggbw 下一阶段
ggc 琶
ggcb 琶
ggcc 一双
ggcf 一致通过
ggck 五台
ggdb 环顾
ggdc 王码
ggdd 一整套
ggdf 事与愿违
ggdg 天下大事
ggdh 到现在为止
ggdj 五百
ggdm 一面
ggdn 五万
ggee 一月
ggee 五月
gges 五彩
ggey 来不及
ggfd 环城
ggff 平整土地
ggfg 五十
ggfh 一起
ggfi 互不干涉
ggfj 王朝
ggfn 一场
ggfq 一无
ggfu 环境
ggg 王
ggga 环形
gggc 一致
gggd 一天
gggf 环球
gggg 一
gggh 一下
gggk 一带
gggm 一再
gggo 一来
gggt 戋
gggw 刑事责任
gggy 一斑
ggh 五
gghe 一瞬
gghg 五
gghi 下一步
gghk 一点
gghx 一些
ggi 环
ggid 五湖
ggih 琳琅满目
ggii 平平淡淡
ggir 一派
ggiw 不正当手段
ggiy 五洲
ggjf 一时
ggjg 一旦
ggjh 一早
ggjj 一日
ggjt 五星
ggkf 一味
ggkg 一号
ggkh 一路
ggkk 吞吞吐吐
ggkm 一员
ggl 一
ggla 五一国际劳动节
gglf 一团
gglg 王国
gglh 五四
gglk 一回
ggll 一
gglp 一边
gglt 表现力
ggmg 一同
ggmj 一则
ggmm 武夷山
ggmu 一致同意
ggn 瑟
ggna 一展
ggnf 开天辟地
ggnm 一届
ggnm 五届
ggnt 瑟
ggny 一心
ggod 一类
ggpb 一字
ggpf 王冠
ggpg 不一定
ggpm 不正之风
ggpn 五官
ggpp 不速之客
ggpt 不到之处
ggpy 环视
ggqb 刑事犯罪分子
ggqc 一色
ggqe 一角
ggql 刑事犯罪
ggqm 玻璃钢
ggqq 五金
ggqt 刑事犯
ggqy 至理名言
ggrg 一环扣一环
ggrh 一年
ggrh 五年
ggrn 一气
ggrq 环抱
ggrr 歪歪扭扭
ggrt 一手
ggru 殊死搏斗
ggrx 一批
ggsu 一样
ggsv 一概
ggsy 素不相识
ggta 理事长
ggtd 殊不知
ggte 一般
ggtf 环行
ggtg 天下第一
ggth 王牌
ggti 不到长城非好汉
ggtj 来不得
ggtk 一种
ggtm 一身
ggto 一番
ggtq 不平衡
ggts 一条
ggtt 五笔
ggtv 一律
ggty 不来往
ggua 一并
ggud 一头
gguf 事不关己高高挂起
ggum 一瞥
ggup 一旁
gguq 再一次
ggus 一新
ggut 一道
ggvk 一如
ggvt 一群
ggw 琴
ggwa 下一代
ggwd 一段
ggwf 理事会
ggwg 一例
ggwh 下一个
ggwk 环保
ggwm 一侧
ggwn 琴
ggwo 一伙
ggwq 互不侵犯
ggws 一体
ggwt 一任
ggwu 一倍
ggww 一班人
ggwx 互不侵犯条约
ggx 琵
ggxa 环绕
ggxc 一经
ggxe 一级
ggxf 一贯
ggxg 一线
ggxx 琵
ggxy 一再强调
ggy 珏
ggya 一度
ggyi 刑事诉讼法
ggyj 一齐
ggyn 一刻
ggyw 下不为例
ggyy 整整齐齐
gh 下
gha 琥
ghaa 正式
ghae 璩
ghag 正巧
ghai 下落
gham 琥
ghbq 一目了然
ghbt 下降
ghbu 下联
ghbv 下限
ghc 玻
ghck 下台
ghcn 下马
ghcy 玻
ghd 正
ghdd 正大
ghdg 下厂
ghdh 正在
ghdj 下辈
ghdm 正面
ghdp 下达
ghdq 正确
ghee 正月
ghfa 下载
ghfb 下地
ghfc 下去
ghff 政坛
ghfg 下雨
ghfh 正直
ghfl 政协
ghfn 下场
ghfu 与此无关
ghfv 下雪
ghfw 正规
ghg 焉
ghgb 鄢
ghgg 不上不下
ghgi 一点一滴
ghgj 正理
ghgk 正副
ghgo 下来
ghgq 下列
ghgs 更上一层楼
ghgt 不战不和
ghgu 速战速决
ghgw 一步到位
ghgx 下毒
ghgy 玻璃
ghhk 正点
ghi 下
ghic 政治
ghif 玷污
ghii 下水
ghim 下滑
ghip 正常
ghir 正派
ghit 下海
ghiv 正当
ghiy 下游
ghjg 正是
ghk 玷
ghkg 玷
ghkh 下跌
ghkk 正品
ghlg 下车
ghlp 下边
ghlv 正轨
ghlw 政界
ghmf 下周
ghmg 下同
ghmj 与此同时
ghmm 下山
ghmq 政见
ghn 丐
ghnf 下层
ghng 下情
ghnm 下届
ghnn 政局
ghnt 下属
ghnu 忑
ghnv 丐
ghog 正业
ghpf 正宗
ghpj 政审
ghpt 政客
ghpy 正视
ghq 璨
ghqj 下旬
ghqk 正名
ghqo 璨
ghrc 正反
ghrn 正气
ghrt 下手
ghsc 政权
ghsj 下榻
ghsr 与此相反
ghsu 与此相关
ghsy 下述
ght 政
ghtd 正逢
ghtf 下午
ghtg 政策
ghtl 政务
ghtv 政委
ghty 政
ghuh 到目前为止
ghuj 一瞬间
ghuk 下部
ghuq 下次
ghut 正道
ghuw 一些单位
ghuy 正门
ghvb 正好
ghvk 正如
ghwf 正值
ghwg 一步登天
ghwh 政企
ghws 政体
ghww 弄虚作假
ghwy 下集
ghxc 正经
ghxe 下级
ghxg 政绩
ghxn 政纪
ghxt 下乡
ghxx 正比
ghxy 正统
ghyh 到此为止
ghym 下调
ghyo 政变
ghyq 正义
ghyt 下放
ghyw 政府
ghyy 正文
gi 不
giaf 不甘
giag 不巧
giai 开源节流
giap 表演艺术家
gias 表演艺术
giaw 政治工作
gicb 不予
gice 不能
gicf 不对
gicw 不难
gida 亚洲太平洋地区
gidb 不顾
gidd 不大
gide 还有
gidh 不在
gidq 一举成名
gidr 还原
gidy 琐碎
gie 甭
gieb 不服
gied 还须
giej 甭
giet 不用
giev 不妥
giey 不及
gifa 不堪
gifc 不动
gifd 还需
giff 还款
gifi 还未
gifl 正常运转
gifm 还击
gifp 不过
gifq 五光十色
gifs 一清二楚
gift 正常进行
gifu 不幸
gify 政治协商会议
gig 歪
gigb 邳
gigc 不致
gigf 丕
gigg 不一
gigh 歪
gigi 一尘不染
gigj 歪理
gigk 琐事
gigm 不再
gigo 不严
gigq 正常现象
gigr 政治素质
gigt 一举两得
gigu 不平
gigy 政治理论
gihe 不肯
gihh 政治上
gii 不
giia 不满
giif 不法
giig 还清
giin 政治觉悟
giip 不觉
giiq 天涯海角
giit 青海省
giiv 不当
gije 不明
gijf 不时
gijg 还是
gijh 不畅
gijq 不易
gik 否
gikf 否
gikh 不足
gikw 不只
gikx 政治路线
gilg 不畏
gili 五湖四海
gilj 政治力量
gilp 不少国家
gils 政治思想
gilt 不力
gilv 不轨
gilw 政治思想工作
gim 琐
gima 歪曲
gimf 不周
gimg 不同
gimh 不由
gimj 否则
gimq 歪风
gimt 不败
gimy 琐
gina 政治改革
ginb 不敢
gind 政治局面
ginf 不慎
gini 琐屑
ginn 政治局
ginq 不懈
ginr 不愧
gint 刺激性
ginu 正常情况
giny 政治民主
gion 不断
giou 不料
gip 还
gipe 政治家
gipg 否定
gipi 还
gipt 不当之处
gipu 不治之症
gipv 不安
gipw 不容
giq 珧
giqa 不错
giqd 不然
giqe 不解
giqh 不外
giqj 不象
giqk 不够
giqn 珧
giqs 政治危机
giqt 一举多得
giqu 政治解决
giqy 不久
gird 不振
girh 青少年
girk 政治指导员
girl 政治势力
girq 不拘
girt 还手
girw 青少年时代
giry 政治制度
gisg 还本
gish 不想
gisk 不可
giss 不禁
gist 政治权利
gisu 正当权益
gisv 还要
gita 副省长
gitd 不适
gitf 不行
gith 政治处
giti 正常生活
gitj 不得
gitk 政治委员
gitp 不管
gitq 不稳
gitu 正常生产
gitw 不符
gity 不法行为
giud 不善
giuj 政治问题
giuk 政治部
giul 不曾
giun 否决
giup 不啻
giuq 政治斗争
giut 两党关系
giuu 政法部门
giuw 不准
giv 孬
givb 还好
givi 不妙
givk 不如
givo 不灵
givy 不妨
giwa 政治体制改革
giwb 不法分子
giwc 不仅
giwf 不会
giwg 还债
giwj 不但
giwn 政治领导
giwr 政治体制
giwt 歪斜
giwu 不倦
giwv 不分
giww 还价
giwx 正常化
giwy 不信
gixc 不经
gixi 政治经济
gixq 不绝
gixv 亚洲纪录
gixw 还给
gixx 不比
giyb 不熟
giyf 不讲
giyi 还应
giyk 不识
giym 天津市
giym 武汉市
giyn 不忘
giyo 不变
giyq 不义
giyt 不许
giyu 不详
giyv 不良
giyw 否认
giyy 不该
gj 理
gjaa 理工
gjad 下星期
gjce 更能
gjcw 更难
gjdb 惠顾
gjdd 更大
gjdh 惠存
gjf 理
gjfc 更动
gjff 墼
gjfg 理
gjfk 軎
gjfn 理亏
gjfs 不明真相
gjft 天时地利
gjfw 更替
gjg 亘
gjge 一览表
gjgf 亘
gjgg 表里不一
gjgh 更正
gjgh 芈
gjgj 不早不晚
gjgk 理事
gjgn 不紧不慢
gjgr 不明不白
gjgt 素昧平生
gjgv 还是五笔字型好
gjgy 形影不离
gjh 惠
gjhe 理睬
gjhg 瑁
gjhn 惠
gjih 更小
gjik 画蛇添足
gjip 更深
gjiv 理当
gjk 丌
gjkd 理顺
gjlk 更加
gjmf 理财
gjmh 理由
gjna 惠民
gjnb 理屈
gjnn 更快
gjnt 更改
gjq 更
gjqe 理解
gjqi 更
gjqk 更名
gjqq 更多
gjrn 不景气
gjrq 更换
gjrw 更迭
gjsh 理想
gjsv 更要
gjta 更长
gjtd 理智
gjtg 更生
gjtj 一日千里
gjtq 更稳
gjtu 理科
gjub 理疗
gjuo 惠普
gjus 更新
gjvb 更好
gjvg 表里如一
gjwf 理会
gjwh 到时候
gjwx 理化
gjwy 理念
gjx 琨
gjxx 琨
gjxy 五星红旗
gjyi 理应
gjyl 更为
gjym 更高
gjys 更是这样
gjyt 来日方长
gjyw 理论
gk 事
gkad 事项
gkbb 开口子
gkbk 副职
gkbw 带队
gkce 融通
gkcl 开足马力
gkdd 整套
gkde 带有
gkdf 一哄而起
gkdi 噩耗
gkdj 吾辈
gkdn 速成
gkdt 事故
gkdy 事态
gkee 整月
gket 速胜
gkf 吾
gkfb 整地
gkfc 带动
gkfh 逼真
gkfj 副刊
gkfp 毒品走私案
gkft 毒品走私
gkga 整形
gkgb 整顿
gkgd 整天
gkgj 整理
gkgk 整整
gkgo 带来
gkgr 一蹶不振
gkh 囊
gkhc 赖皮
gkhe 囊
gkhh 一路上
gkhj 蠹
gkhk 璐
gkhs 橐
gki 束
gkic 整治
gkif 整洁
gkih 整
gkii 束
gkij 剌
gkim 赖
gkip 速
gkit 敕
gkiw 融洽
gkjg 吞吐量
gkjj 整日
gkjn 带电
gkjv 速归
gkk 卅
gkkg 逗号
gkkh 带路
gkkk 噩
gkl 副
gklj 副
gklk 带回
gklp 逼
gkm 融
gkmh 事由
gkmh 鬲
gkmj 融
gkmn 翮
gkmq 整风
gkng 事情
gknt 整改
gknw 一鸣惊人
gkog 事业
gkov 整数
gkp 带
gkpe 事宜
gkpg 速写
gkph 带
gkpt 不足之处
gkpu 事实
gkpw 整容
gkq 吏
gkqe 融解
gkqi 吏
gkqt 事儿
gkqy 逗留
gkrg 事后
gkrh 不足挂齿
gkrn 一口气
gkrp 逼迫
gkrt 囊括
gksg 副本
gksj 速查
gksm 整机
gkss 噩梦
gktf 事先
gktk 王忠禹
gktl 事务
gktq 开路先锋
gktr 事物
gkty 带入
gku 豆
gkua 豇
gkub 豌
gkuc 豉
gkud 带头
gkue 事前
gkuf 豆
gkug 带病
gkuk 副总
gkum 事端
gkun 速决
gkup 逗
gkuq 融资
gkut 武器装备
gkv 事
gkvh 事
gkwa 逼供
gkwf 融会
gkwg 事例
gkwh 整修
gkwl 不遗余力
gkwr 事件
gkws 整体
gkwt 一路领先
gkww 逼人
gkwx 融化
gkwy 副食
gkwy 带领
gkxa 武器弹药
gkxg 束缚
gkxw 带给
gkxy 整编
gkya 速度
gkyd 不足为奇
gkyj 整齐
gkyn 副词
gkyo 事迹
gkyt 珍贵文物
gkyw 豆腐
gkyx 速率
gl 画
glb 画
glbj 画
glcb 不畏艰险
gldm 画面
glf 盏
glff 五四运动
glfj 画刊
glfk 开国元勋
glfm 天罗地网
glga 五四青年节
glgf 致力于
glgk 一回事
glgk 两回事
glgr 一国两制
gli 柬
glii 柬
glk 珈
glkg 珈
glkk 一连串
glkm 列车员
gllf 不加思索
gllt 画图
glmg 一连几天
glmm 画册
glna 画展
glog 一团糟
glp 琏
glpe 画家
glpg 画室
glpu 两国之间
glpy 琏
glrb 画报
glrl 画押
glsg 不置可否
glta 列车长
glth 画片
gltr 一团和气
glts 更加重要
gltt 严加惩处
glud 画卷
gluj 两国间
glut 两国关系
glwn 两国人民
glwq 画像
glws 不加分析
glxj 不畏强暴
glyh 正因为如此
glys 正因为这样
glyy 画廊
gm 现
gma 曹
gmaj 曹
gmap 遭
gmar 歪风邪气
gmaw 下岗工人
gmbg 刺耳
gmbk 现职
gmbm 现出
gmbp 两院
gmch 不同观点
gmcw 责难
gmd 瑞
gmde 现有
gmdg 再三
gmdh 现在
gmdj 瑞
gmdm 两面
gmdn 现成
gmep 遭受
gmet 两用
gmf 再
gmfa 不同地区
gmfb 两地
gmfc 遭劫
gmfd 再
gmff 现款
gmfg 瑞士
gmfh 再起
gmfn 现场
gmft 两者
gmfv 瑞雪
gmgc 遭到
gmgd 珊瑚
gmgf 不同于
gmgi 再不
gmgm 再现
gmgp 歪曲事实
gmgq 遭殃
gmgt 不同一般
gmhk 两点
gmhv 刺眼
gmhy 形同虚设
gmi 刺
gmia 现汇
gmif 一败涂地
gmii 棘
gmij 刺
gmip 两党
gmir 刺激
gmiu 枣
gmjf 现时
gmjm 遭遇
gmkk 责骂
gmlp 两边
gmly 责罚
gmm 珊
gmma 瑞典
gmmd 两岸
gmme 刺骨
gmmg 珊
gmmj 再则
gmmk 一帆风顺
gmmq 再见
gmmv 璎
gmn 玑
gmnc 责怪
gmnl 两翼
gmnn 现已
gmnr 不同性质
gmnt 两性
gmnu 不同层次
gmog 不同类型
gmpf 不败之地
gmpj 再审
gmpo 遭灾
gmpt 刺客
gmpu 现实
gmq 现
gmqi 现钞
gmqj 现象
gmqn 现
gmqq 现金
gmqs 刺杀
gmrh 现年
gmrt 棘手
gmse 两极
gmsf 再植
gmss 两栖
gmsu 两样
gmtf 现行
gmtg 再生
gmth 再版
gmtj 不由得
gmtl 责备
gmtm 现役
gmto 不同行业
gmts 两条
gmty 不由自主
gmu 责
gmud 现状
gmuf 两半
gmuj 不同意
gmuk 责问
gmum 两端
gmup 两旁
gmuq 再次
gmut 两岸关系
gmuu 两立
gmvb 再好
gmvd 一见如故
gmvi 不同寻常
gmvq 再婚
gmw 丙
gmwa 现代
gmwb 邴
gmwf 再会
gmwg 两全
gmwh 两个
gmwi 丙
gmwm 两侧
gmwt 责任
gmww 两
gmwx 现货
gmwy 责令
gmwy 璀
gmxe 两级
gmxt 刺绣
gmxw 不见经传
gmy 丽
gmya 再度
gmyb 郦
gmyf 枣庄
gmyg 鹂
gmyp 逦
gmyt 两讫
gmyu 再说
gmyx 不同主张
gmyy 再议
gn 与
gna 珉
gnad 与其
gnad 瓦斯
gnan 珉
gnaq 开发区
gnas 不惜工本
gnaw 与共
gncb 不避艰险
gnd 琚
gnda 不发达地区
gndg 琚
gndn 不翼而飞
gndp 不发达
gndq 瓦砾
gndv 平民百姓
gndy 平心而论
gnee 恶性膨胀
gneu 恶性肿瘤
gnfb 殖民地
gng 与
gnga 于心不甘
gngd 不屑一顾
gngf 不属于
gngi 与否
gngn 不慌不忙
gngr 不屈不挠
gngu 一心一意
gngv 于心不忍
gngw 欤
gnh 瑕
gnhc 瑕
gnhd 下情上达
gniv 不敢当
gnkn 开发中心
gnlg 开快车
gnni 静悄悄
gnnn 不愉快
gnnt 开发性
gnpl 一臂之力
gnpw 恶性案件
gnqd 不尽然
gnqe 瓦解
gnsm 不尽相同
gnta 副局长
gnte 开发利用
gntg 恶性循环
gntn 严以律己
gntr 瓦特
gnuh 瑕疵
gnui 开发资源
gnuk 开发部
gnvu 不怀好意
gnwf 与会
gnwk 副司令员
gnwn 开发公司
gnwt 不以人们的主观意志为转移
gnwu 不尽人意
gnxi 殖民统治
gnxj 开发费
gny 瓦
gnyn 瓦房
gnyq 不以为然
gnyy 殖民主义
go 来
goai 亚东
gobg 不断出现
gobi 来函
goby 严防
god 严
godd 严厉
godg 恶感
godj 亚非
godl 来历
godp 不断丰富
godr 严
gofa 恶霸
gofd 晋城
gofh 不断进步
goft 来者
gog 亚
goga 戬
gogc 来到
gogd 亚
gogf 垩
gogh 严正
gogj 晋
gogn 恶
gogu 不断更新
gogx 恶毒
gogy 璞
gohk 恶战
gohx 来此
goi 灭
goia 晋江
goid 来源
goit 恶劣
goiy 亚洲
goje 严明
gojj 来日
gojn 来电
gojs 恶果
gojt 来临
gokh 来路
gokk 灭口
gola 来料加工
golk 来回
golw 严办
golx 不断加强
gom 赉
gomc 严峻
gomh 来由
gomp 开业典礼
gomu 赉
gonf 不断改进
gonn 不断发展
gont 恶性
gonu 恶习
gony 恶心
goo 琰
gooo 灭火
gooy 琰
gopf 严寒
gopl 亚军
gopn 严密
gopr 来宾
gopu 不断完善
goqt 来犯
gord 不断扩大
gorh 来年
gorv 来势
gory 不断提高
gosg 严酷
gosj 恶棍
goss 严禁
gost 严格
gota 晋升
gotg 严重
goth 来自
gotu 严冬
goty 来往
goud 来头
gouf 不断前进
gouj 恶意
gouw 事业单位
govi 严肃
gowr 来件
goww 来人
gowx 恶化
gowy 来信
goxe 晋级
goxq 灭绝
goya 严谨
goyf 来讲
goyi 来京
goyn 灭亡
goyo 灭迹
goys 恶魔
goyu 来说
goyy 来访
goyy 来文
gpad 不定期
gpcb 天之骄子
gpds 不寒而栗
gpf 琮
gpfi 琮
gpfr 一穷二白
gpfs 事实真相
gpgc 一窍不通
gpgj 来之不易
gphh 事实上
gpim 两袖清风
gpjy 开宗明义
gpl 珲
gplh 珲
gplx 不容置疑
gpmw 一视同仁
gpnt 烈军属
gpnu 现实情况
gppg 不安定因素
gppi 不祥之兆
gppy 不实之词
gpq 琬
gpqb 琬
gpqf 瓦窑镇
gpqp 不容忽视
gprn 不客气
gpta 副社长
gpti 现实生活
gpty 一定程度
gpuf 天安门广场
gpuj 现实问题
gpum 珠宝商
gpus 天安门城楼
gpux 晋察冀
gpuy 天安门
gpw 琛
gpwp 天灾人祸
gpws 琛
gpww 一家人
gpwy 不完全统计
gpxt 严守纪律
gpyh 珠宝店
gpyj 事实证明
gpyt 不容许
gpyu 束之高阁
gpyy 列宁主义
gq 列
gqag 殡葬
gqap 殊荣
gqb 殛
gqbg 殛
gqbk 殉职
gqbm 列出
gqbp 玩忽职守
gqbu 残联
gqbw 列队
gqc 殆
gqck 殆
gqcw 死难
gqdg 死硬
gqdh 残存
gqds 五角大楼
gqe 殂
gqeb 殍
gqee 残月
gqeg 殂
gqf 殖
gqfc 死去
gqfg 烈士
gqfh 殖
gqfi 妻儿老小
gqfm 歼击
gqft 死者
gqfu 殪
gqfw 麸
gqg 残
gqga 死刑
gqgf 死于
gqgo 歼灭
gqgt 残
gqgv 更多更好
gqgw 不负责任
gqi 歹
gqii 死水
gqip 死党
gqit 死活
gqiw 列举
gqiy 遨游
gqj 列
gqja 残暴
gqje 裂
gqjh 列
gqji 虺
gqjj 烈日
gqjo 烈
gqjt 五角星
gqk 殒
gqkh 死路
gqkk 裂口
gqkl 死别
gqkm 殒
gqld 死因
gqlg 列车
gqm 殃
gqmc 殁
gqmd 殃
gqme 残骸
gqmq 不多见
gqmt 一针见血
gqna 殖民
gqnn 死尸
gqnt 烈属
gqnu 不久以前
gqny 死心
gqoo 烈火
gqp 殡
gqpd 残害
gqpf 死守
gqph 死寂
gqps 列宁
gqpt 来犯之敌
gqpw 殡
gqpx 不解之缘
gqpy 死神
gqq 殉
gqqe 死角
gqqj 殉
gqqm 不锈钢
gqqs 残杀
gqqy 残留
gqr 殊
gqrg 死后
gqri 殊
gqrm 残缺
gqrn 天然气
gqry 不然的话
gqsg 残酷
gqsr 死板
gqsy 赘述
gqt 歼
gqta 副外长
gqtb 聱
gqtc 骜
gqtd 死敌
gqtd 獒
gqtf 歹徒
gqtg 鳌
gqth 兀自
gqtj 螯
gqtm 赘
gqto 熬
gqtp 遨
gqtq 鏊
gqtr 殇
gqtu 不外乎
gqty 敖
gqu 殚
gque 不久前
gquf 殚
gqut 残疾
gquv 裂痕
gqv 兀
gqvn 一触即发
gqvy 残忍
gqw 殓
gqwe 殄
gqwe 餮
gqwi 殓
gqws 不包分配
gqwt 残余
gqwx 形象化
gqwy 不负众望
gqx 死
gqxb 死
gqxe 死缓
gqxk 列强
gqxt 裂缝
gqxy 裂纹
gqy 玖
gqya 列席
gqyl 列为
gqyn 死亡
gqyn 残废
gqyo 裂变
gqyq 画饼充饥
gqyt 一句话
gqyy 玖
gr 珠
grab 青年节
grad 更年期
graj 碧蓝
graw 青年工人
grbb 一揽子
grcr 天气预报
grd 碧
grdf 碧
grdm 正反面
grdp 一扫而空
grft 束手无策
grfu 青年干部
grg 珀
grga 开拓型
grgd 再接再厉
grgk 亚热带
grgm 瑰丽
grgq 天气现象
grgr 不折不扣
grgs 不拘一格
grgu 一年到头
grgw 形势逼人
grgy 不卑不亢
gri 珠
gria 珠江
grid 一反常态
grih 碧波
grii 死气沉沉
griq 理所当然
grit 珠海
griy 珠
grjs 不失时机
grkd 一气呵成
grlf 青年团
grlt 一年四季
grmu 残兵败将
grnn 形势发展
grnt 互换性
grop 开拓精神
grpb 青年突击队
grpg 珠宝
grpp 不白之冤
grpr 青年突击手
grpt 一技之长
grpw 碧空
grq 瑰
grqc 瑰
grqg 一年多来
grql 一手包办
grqq 来势凶猛
grrr 一把抓
grrt 一把手
grrw 不择手段
grth 珠算
grtl 碧血
grts 开白条
gruy 开后门
grvw 一拍即合
grwn 不近人情
grwu 开拓创新
grww 青年人
grxr 一年比一年
grxv 碧绿
grya 五年计划
gryl 不失为
gs 末
gsad 末期
gsag 到本世纪末
gsbn 末了
gsbr 不可阻挡
gsce 不可能
gscm 不可预见
gsde 互相帮助
gsdt 一本万利
gsdy 一概而论
gser 互相爱护
gsfa 不可救药
gsfg 不相干
gsfl 理想境界
gsfr 互相支持
gsga 不可一世
gsgi 不可不
gsgs 一模一样
gsgu 不可开交
gsgx 一本正经
gsgy 不可否认
gsh 玎
gshg 不相上下
gsi 末
gsii 正本清源
gsin 互相学习
gsjc 不要紧
gsjd 互相照顾
gsjh 互相监督
gsjj 末日
gsk 珂
gskg 珂
gskh 末路
gsla 来样加工
gsly 不可思议
gsmm 平顶山
gsnq 不可避免
gsnr 不可收拾
gsnt 末尾
gspp 灭顶之灾
gspw 不相容
gsqp 不可忽视
gsqt 不可多得
gsrh 末年
gsri 不可缺少
gsrr 严格控制
gss 琳
gssf 严格要求
gssi 末梢
gssq 不可想象
gssu 政权机关
gssw 互相配合
gssy 琳
gstg 严格管理
gstq 不相称
gstw 不可告人
gsty 不相适应
gsuj 互相间
gsul 不可逆转
gsup 严格遵守
gswa 末代
gswf 不可逾越
gswj 不可估量
gswq 不可侵犯
gswt 还本付息
gsww 两极分化
gswy 不可偏废
gsxt 严格纪律
gsyg 不可磨灭
gsyy 理想主义
gt 玫
gtai 一盘散沙
gtal 一等功
gtan 一筹莫展
gtar 死得其所
gtaw 不乏其人
gtbb 麦子
gtbg 敷衍了事
gtbk 不称职
gtbn 不得了
gtbp 政务院
gtcm 一箭双雕
gtcn 珞巴
gtdd 不复存在
gtdf 严重破坏
gtdk 不辞而别
gtdp 政策研究
gtdt 不得而知
gtdx 一条龙
gtek 两条腿走路
gtey 来得及
gtf 珩
gtff 玩物丧志
gtfh 珩
gtfm 瓒
gtfp 政策规定
gtfq 天长地久
gtfs 天翻地覆
gtft 不知去向
gtfu 一往无前
gtfy 一般地说
gtgc 严惩不怠
gtgd 不管不顾
gtgf 不等于
gtgg 互利互惠
gtgi 不知不觉
gtgo 不务正业
gtgq 一系列
gtgr 玫瑰
gtgt 平等互利
gtgy 一般来说
gtid 一息尚存
gtig 政策水平
gtip 不科学
gtjk 严重影响
gtjl 不自量力
gtjq 天长日久
gtk 珞
gtkg 珞
gtkh 一生中
gtkk 一等品
gtkt 副委员长
gtkx 两条路线
gtl 璁
gtlb 政策界限
gtlg 不利因素
gtll 麦田
gtln 璁
gtlp 一笑置之
gtnh 麦收
gtni 一往情深
gtnn 不得已
gtnr 政策性亏损
gtnt 两重性
gtny 一条心
gtpf 不毛之地
gtpg 敷衍塞责
gtpi 不智之举
gtpn 五笔字型专利公司
gtpw 现役军人
gtqp 严重危害
gtqq 一笔勾销
gtrj 严重后果
gtrn 事务所
gtrq 一笔抹杀
gtrr 不知所措
gtry 一般的说
gtsa 一盘棋
gtst 平等权利
gtsu 现行标准
gtsw 不得要领
gtta 副处长
gttf 一条街
gttg 事务处理
gttn 不徇私情
gttw 平等待人
gtu 麦
gtua 不辞辛苦
gtui 再生资源
gtuj 不简单
gtuk 两条道路
gtuq 一等奖
gtut 再生产
gtwf 班务会
gtwn 不得人心
gtwo 平行作业
gtww 一行人
gtwx 一般化
gtxg 玻利维亚
gty 玫
gtya 一季度
gtyg 一般说来
gtyi 现身说法
gu 平
guaj 副总工程师
guap 武装警察
guau 歪门邪道
guaw 事半功倍
gubt 一意孤行
guck 平台
gucq 夹道欢迎
guct 副总参谋长
gucu 一次又一次
gudm 平面
gudn 事关大局
gudr 平原
gudu 开卷有益
gudw 平仄
gufa 副总裁
gufb 平地
gufj 平坦
gufm 夹击
gufn 下半场
gufq 平均
gufy 平壤
guge 平静
gugj 副总理
gugk 平整
gugo 到头来
gugu 平平
gugw 班门弄斧
gugx 平素
guh 平
guhk 平
guhl 开阔眼界
guig 平添
guim 平滑
guio 平淡
guip 平常
guir 不减当年
guj 璋
gujf 平时
gujh 璋
gujj 平日
gujq 平易
gukk 副产品
gukt 平川
gulb 不着边际
guli 开门办学
gulj 武装力量
gumm 开门见山
gumy 平凡
guna 平民
gunf 夹层
gung 亚美尼亚
gunn 平局
gunt 一次性
guny 下决心
guoi 不间断电源
gupg 平定
gupv 平安
gupw 平空
gurc 平反
gurh 下半年
gurt 平手
gurw 更新换代
gusc 表决权
gusr 夹板
guta 副部长
gutd 事关重大
gutf 平等
gutg 平生
guth 平息
gutk 平和
gutn 整装待发
gutq 平衡
guts 至关重要
guua 再立新功
guub 武装部队
guuk 武装部
guup 武装冲突
guuq 五颜六色
guvs 夹杂
guw 夹
guwb 郏
guwe 带头作用
guwf 表彰会
guwi 夹
guwk 武装人员
guwm 颊
guwn 事关全局
guwv 平分
guww 带头人
guxa 开门红
guxe 平缓
guxg 副总经理
guxy 副总统
guyi 开闸放水
guyk 下意识
guym 平调
guyn 平房
guyv 平庸
guyy 平方
gv 妻
gvav 一刀切
gvbb 妻子
gvgf 再好不过
gvgy 不妨一试
gvh 妻
gvhv 妻
gvnt 严肃性
gvt 瑙
gvtg 严肃处理
gvtq 瑙
gvul 不好意思
gvvt 一如既往
gvwe 开始使用
gvwf 到群众中去
gvwq 天怒人怨
gw 珍
gwa 玳
gwad 珍藏
gwah 两个基本点
gwao 现代工业
gwaq 责任区
gwau 事倍功半
gwax 下个世纪
gway 玳
gwcw 一个又一个
gwdf 弄假成真
gwdg 责任感
gwds 珍奇
gwdw 五谷丰登
gwe 珍
gweb 不舒服
gwee 下个月
gwel 不使用武力
gwep 珍爱
gweq 不分胜负
gwet 副作用
gwft 与会者
gwg 瑜
gwgb 来人来函
gwgd 玲珑
gwge 副代表
gwgf 不低于
gwgh 到今天为止
gwgj 瑜
gwgm 与众不同
gwgo 不伦不类
gwgr 珍珠
gwgw 不偏不倚
gwgy 不合理制度
gwhq 现代战争
gwif 两分法
gwip 致公党
gwjp 不合时宜
gwkh 珍贵
gwkk 副食品
gwkn 一个中心
